,Name of movie,Year of relase,Watchtime,Movie Rating,Metascore,Vote,Gross,Description,Director,Stars
86,Chuyện Công Chúa Kaguya,2013,137,8.0,89,"48,298",$1.51M,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",Isao Takahata,"['Chloë Grace Moretz', 'James Caan', 'Mary Steenburgen', 'James Marsden']"
87,Giấc Mơ Kỳ Lạ,2007,96,8.0,90,"96,064",$4.45M,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"Directors:Vincent Paronnaud, Marjane Satrapi","['Chiara Mastroianni', 'Catherine Deneuve', 'Gena Rowlands', 'Danielle Darrieux']"
88,Mèo Đi Hia: Điều Ước Cuối Cùng,2022,102,7.9,73,"67,308",*****,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Directors:Joel Crawford, Januel Mercado","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén', 'Florence Pugh']"
89,Gã Chằn Tinh Tốt Bụng,2001,90,7.9,84,"686,757",$267.67M,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Directors:Andrew Adamson, Vicky Jenson","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']"
90,Gia Đình Nhà Cáo,2009,87,7.9,83,"237,744",$21.00M,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,"['George Clooney', 'Meryl Streep', 'Bill Murray', 'Jason Schwartzman']"
91,Câu Chuyện Đồ Chơi 2,1999,92,7.9,88,"587,241",$245.85M,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","Directors:John Lasseter, Ash Brannon, Lee Unkrich","['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer']"
92,Đêm Kinh Hoàng Trước Giáng Sinh,1993,76,7.9,82,"347,487",$75.08M,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey']"
93,Kôkaku Kidôtai,1995,83,7.9,76,"145,771",$0.52M,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,Mamoru Oshii,"['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka', 'Kôichi Yamadera']"
94,Lời Thì Thầm Của Trái Tim,1995,111,7.9,75,"64,647",*****,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Yoshifumi Kondô,"['Yoko Honna', 'Issey Takahashi', 'Takashi Tachibana', 'Shigeru Muroi']"
95,Biệt Đội Big Hero 6,2014,102,7.8,74,"467,794",$222.53M,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","Directors:Don Hall, Chris Williams","['Ryan Potter', 'Scott Adsit', 'Jamie Chung', 'T.J. Miller']"
96,Đảo Của Những Chú Chó,2018,101,7.8,82,"172,860",$32.02M,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Wes Anderson,"['Bryan Cranston', 'Koyu Rankin', 'Edward Norton', 'Bob Balaban']"
97,Bí Kíp Luyện Rồng 2,2014,102,7.8,77,"341,011",$177.00M,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson']"
98,Cô Phù Thủy Nhỏ Kiki,1989,103,7.8,83,"148,024",*****,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",Hayao Miyazaki,"['Kirsten Dunst', 'Minami Takayama', 'Rei Sakuma', 'Kappei Yamaguchi']"
99,Vincent Thương Mến,2017,94,7.8,62,"59,248",$6.74M,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","Directors:Dorota Kobiela, Hugh Welchman","['Douglas Booth', 'Jerome Flynn', 'Robert Gulaczyk', 'Helen McCrory']"
100,Bản Danh Sách Của Schindler,1993,195,9.0,95,"1,364,153",$96.90M,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Steven Spielberg,"['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']"
101,Rocketry: The Nambi Effect,2022,157,8.8,^^^^^^,"51,764",*****,"Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him.",Madhavan,"['Madhavan', 'Simran', 'Rajit Kapoor', 'Ravi Raghavendra']"
102,Chiến Hữu,1990,145,8.7,91,"1,170,407",$46.84M,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",Martin Scorsese,"['Robert De Niro', 'Ray Liotta', 'Joe Pesci', 'Lorraine Bracco']"
103,Nghệ Sĩ Dương Cầm,2002,150,8.5,85,"839,482",$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']"
104,Những Kẻ Bên Lề,2011,112,8.5,57,"866,085",$13.18M,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Directors:Olivier Nakache, Éric Toledano","['François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']"
105,Trái Tim Dũng Cảm,1995,178,8.4,68,"1,043,692",$75.60M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']"
106,Sự Đố Kỵ Của Thiên Tài,1984,160,8.4,88,"404,428",$51.97M,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Milos Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']"
107,Anh Hùng Hamilton,2020,160,8.4,89,"97,487",*****,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Thomas Kail,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.', 'Renée Elise Goldsberry']"
108,Cuộc Chiến Kargil,2021,135,8.4,^^^^^^,"123,092",*****,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.",Vishnuvardhan,"['Sidharth Malhotra', 'Kiara Advani', 'Shiv Panditt', 'Pranay Pachauri']"
109,Sardar Udham,2021,164,8.4,^^^^^^,"43,281",*****,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.,Shoojit Sircar,"['Vicky Kaushal', 'Shaun Scott', 'Stephen Hogan', 'Amol Parashar']"
110,Lawrence Xứ Ả Rập,1962,218,8.3,100,"296,643",$44.82M,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins']"
111,Dangal,2016,161,8.3,^^^^^^,"193,653",$12.39M,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Nitesh Tiwari,"['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Sanya Malhotra']"
112,Ayla: The Daughter of War,2017,125,8.3,^^^^^^,"40,756",*****,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl with no parents, and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",Can Ulkay,"['Çetin Tekindor', 'Ismail Hacioglu', 'Kyung-jin Lee', 'Kim Seol']"
113,Sói Già Phố Wall,2013,180,8.2,75,"1,427,671",$116.90M,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey']"
114,Cẩm Nang Xanh,2018,130,8.2,69,"501,258",$85.08M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco']"
115,Một Tâm Hồn Đẹp,2001,135,8.2,72,"938,635",$170.74M,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer']"
116,Ngày Tàn Của Hitler,2004,156,8.2,82,"358,473",$5.51M,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,"['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes', 'Juliane Köhler']"
117,Bò Đực Nổi Điên,1980,129,8.2,89,"357,613",$23.38M,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent']"
118,Người Voi,1980,124,8.2,78,"244,012",*****,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",David Lynch,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud']"
119,Bài Ca Khổ Hình Của Joan of Arc,1928,110,8.2,^^^^^^,"56,107",$0.02M,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Carl Theodor Dreyer,"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz']"
120,Dersu Uzala,1975,142,8.2,^^^^^^,"30,882",*****,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,Akira Kurosawa,"['Maksim Munzuk', 'Yuriy Solomin', 'Mikhail Bychkov', 'Vladimir Khrulyov']"
121,Major,2022,150,8.2,^^^^^^,"29,475",*****,"Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.",Sashi Kiran Tikka,"['Adivi Sesh', 'Prakash Raj', 'Revathi', 'Saiee Manjrekar']"
122,Bhaag Milkha Bhaag,2013,186,8.2,^^^^^^,"69,163",$1.63M,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",Rakeysh Omprakash Mehra,"['Farhan Akhtar', 'Japtej Singh', 'Divya Dutta', 'Pawan Malhotra']"
123,Paan Singh Tomar,2012,135,8.2,^^^^^^,"36,752",$0.04M,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Tigmanshu Dhulia,"['Irrfan Khan', 'Mahie Gill', 'Rajesh Abhay', 'Hemendra Dandotiya']"
124,Hãy Bắt Tôi Nếu Có Thể,2002,141,8.1,75,"995,686",$164.62M,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Steven Spielberg,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen']"
125,Người Hùng Không Súng,2016,139,8.1,71,"534,648",$67.21M,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Mel Gibson,"['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer']"
126,Cuộc Đua Lịch Sử,2019,152,8.1,81,"402,568",$117.62M,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe']"
127,12 Năm Nô Lệ,2013,134,8.1,96,"706,681",$56.67M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']"
128,Về Với Thiên Nhiên,2007,148,8.1,73,"628,057",$18.35M,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Sean Penn,"['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener', 'Marcia Gay Harden']"
129,Giai Điệu Hạnh Phúc,1965,172,8.1,63,"239,728",$163.21M,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,Robert Wise,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']"
130,Tiêu Điểm,I 2015,129,8.1,93,"474,673",$45.06M,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Tom McCarthy,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber']"
131,Hachiko: Chú Chó Trung Thành,2009,93,8.1,^^^^^^,"289,517",*****,A college professor bonds with an abandoned dog he takes into his home.,Lasse Hallström,"['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer']"
132,Đường Đua Nghẹt Thở,I 2013,123,8.1,74,"484,475",$26.95M,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,Ron Howard,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']"
133,In the Name of the Father,1993,133,8.1,84,"177,363",$25.01M,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']"
134,Khách Sạn Rwanda,2004,121,8.1,79,"358,571",$23.53M,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",Terry George,"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali']"
135,Inherit the Wind,1960,128,8.1,75,"30,950",*****,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",Stanley Kramer,"['Spencer Tracy', 'Fredric March', 'Gene Kelly', 'Dick York']"
136,The Message,1976,177,8.1,^^^^^^,"48,382",*****,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Moustapha Akkad,"['Anthony Quinn', 'Irene Papas', 'Michael Ansara', 'Johnny Sekka']"
